Id,Role,Role_M,Name,Squad,Price,Age,Mate,Regularness,FVM,Pg24_25,Mv24_25,Mf24_25,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,FVM24_25,FVM23_24,FVM22_23,FVM21_22,FVM20_21,FVM19_20,FVM18_19,ExpectedMf,FVM_pred,Hist_perf
5637,A,Pc,Davis K.,Udinese,24,27,,,110,16.0,6.0,6.38,5.0,6.2,6.6,,,,,,,,,,,,,8.0,20.0,,,,,,6.98,6.87,7.41
2137,A,Pc,Scamacca,Atalanta,23,26,,,95,0.0,0.0,0.0,28.0,6.41,7.89,0.0,0.0,0.0,32.0,6.22,7.61,26.0,6.17,7.08,,,,145.0,330.0,,0.0,0.0,,0.0,6.93,6.81,7.42
505,A,A,Bonazzoli,Cremonese,22,28,,,40,,,,22.0,5.89,6.3,21.0,6.0,6.36,31.0,6.23,7.1,15.0,5.97,6.53,18.0,6.22,7.19,,26.0,8.0,0.0,0.0,0.0,,6.73,6.6,7.26
7071,A,Pc,Esposito F.P.,Inter,22,20,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,6.59,7.07
2061,A,Pc,Simeone,Torino,22,30,,,99,19.0,5.92,6.11,17.0,5.74,5.82,12.0,6.29,7.33,35.0,6.17,7.54,29.0,5.71,6.34,37.0,6.01,7.01,15.0,18.0,27.0,0.0,0.0,0.0,0.0,6.91,6.83,7.23
4463,A,A,Esposito Se.,Cagliari,21,23,,,70,33.0,6.17,6.79,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,5.83,6.67,15.0,,,,,0.0,,6.76,6.75,6.8
6060,A,A,Laurientè,Sassuolo,21,26,,,82,,,,37.0,5.99,6.46,28.0,6.39,7.18,,,,,,,,,,,40.0,72.0,,,,,6.9,6.81,7.22
6669,A,Pc,Bonny,Inter,20,21,,,15,37.0,6.03,6.51,,,,,,,,,,,,,,,,42.0,,,,,,,6.5,6.49,6.53
4510,A,A,Leao,Milan,20,26,,,80,34.0,6.19,7.06,33.0,6.39,7.41,34.0,6.47,7.9,34.0,6.63,7.84,29.0,6.02,6.78,27.0,6.07,6.78,200.0,200.0,268.0,0.0,0.0,0.0,,6.86,6.8,7.07
5734,A,A,Soulè,Roma,20,22,,,85,23.0,6.24,7.04,36.0,6.29,7.07,7.0,6.14,6.57,,,,,,,,,,93.0,85.0,7.0,,,,,6.87,6.83,7.01
7023,A,Pc,Pellegrino M.,Parma,18,23,,,67,11.0,6.14,6.86,,,,,,,,,,,,,,,,,,,,,,,6.83,6.7,7.34
4728,A,A,Nkunku,Milan,18,27,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,6.61,7.24
6572,A,Pc,Castro S.,Bologna,17,21,,,30,33.0,6.17,6.76,5.0,6.0,6.5,,,,,,,,,,,,,47.0,9.0,,,,,,6.59,6.55,6.78
5995,A,A,De Ketelaere,Atalanta,16,24,,,59,34.0,6.19,6.94,33.0,6.32,7.39,27.0,5.74,5.74,,,,,,,,,,147.0,270.0,12.0,,,,,6.75,6.69,6.95
2097,A,Pc,Kean,Fiorentina,16,25,,,40,32.0,6.42,8.08,14.0,6.0,5.93,23.0,5.89,6.52,25.0,5.96,6.56,,,,0.0,0.0,0.0,100.0,15.0,21.0,0.0,,,0.0,6.89,6.59,8.09
2841,A,Pc,Vlahovic,Juventus,16,25,,,100,25.0,6.12,7.38,33.0,6.18,7.42,25.0,6.06,7.16,36.0,6.4,8.35,37.0,6.27,8.01,27.0,5.91,6.46,383.0,350.0,132.0,0.0,0.0,0.0,0.0,6.95,6.83,7.41
2489,A,A,Pedro,Lazio,16,38,,,20,28.0,6.21,7.27,26.0,5.92,6.0,36.0,6.12,6.53,32.0,6.25,7.14,26.0,5.88,6.44,,,,5.0,21.0,40.0,0.0,0.0,,,6.55,6.49,6.79
5455,A,A,Moreo,Pisa,16,32,,,25,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,6.66,6.52,7.21
2038,A,Pc,Pinamonti,Sassuolo,16,26,,,55,36.0,5.96,6.68,37.0,5.92,6.7,32.0,5.67,6.06,36.0,6.15,7.21,4.0,6.25,7.0,30.0,5.7,6.12,97.0,110.0,25.0,0.0,0.0,0.0,0.0,6.66,6.65,6.68
6646,A,A,Adams C.,Torino,16,29,,,23,35.0,6.0,6.76,,,,,,,,,,,,,,,,72.0,,,,,,,6.56,6.51,6.76
2499,A,Pc,Vardy,Cremonese,16,38,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,6.56,5.84
7129,A,W;A,Rodriguez Je.,Como,15,20,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,6.37,6.19
6001,A,W;A,Banda,Lecce,15,24,,,22,13.0,5.77,5.81,21.0,6.07,6.33,32.0,6.05,6.17,,,,,,,,,,13.0,20.0,8.0,,,,,6.37,6.33,6.52
4371,A,A,Raspadori,Atalanta,15,25,,,37,18.0,6.19,7.22,33.0,5.98,6.44,23.0,5.89,6.22,36.0,6.07,6.89,20.0,6.28,7.15,7.0,6.21,7.07,22.0,25.0,26.0,0.0,0.0,0.0,,6.7,6.58,7.18
2531,A,Pc,Lukaku,Napoli,15,32,,,10,36.0,6.29,7.57,32.0,6.09,7.2,25.0,6.24,7.66,0.0,0.0,0.0,35.0,6.63,8.89,36.0,6.42,8.33,340.0,260.0,252.0,,0.0,0.0,,6.68,6.47,7.55
4923,A,Pc,Colombo,Genoa,14,23,,,37,36.0,5.9,6.39,23.0,5.89,6.39,26.0,5.94,6.37,,,,2.0,5.75,5.75,0.0,0.0,0.0,55.0,15.0,18.0,,,0.0,,6.54,6.58,6.4
6556,A,A,Noslin,Lazio,14,26,,,24,19.0,6.0,6.37,17.0,6.35,7.41,,,,,,,,,,,,,73.0,55.0,,,,,,6.65,6.51,7.22
6552,A,Pc,Orban G.,Verona,14,23,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,6.49,7.34
6164,A,Pc,Vitinha O.,Genoa,13,25,,,20,22.0,5.89,6.25,6.0,6.42,7.33,,,,,,,,,,,,,79.0,20.0,,,,,,6.69,6.51,7.41
5544,A,Pc,David,Juventus,13,25,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,6.54,7.41
309,A,A,Dybala,Roma,13,31,,,50,20.0,6.48,7.48,27.0,6.48,8.2,25.0,6.64,8.24,28.0,6.36,7.45,19.0,6.11,6.89,32.0,6.67,7.84,279.0,330.0,259.0,0.0,0.0,0.0,0.0,6.77,6.65,7.24
7162,A,A,Giovane,Napoli,13,22,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.54,6.43,7.01
7199,A,A,Kilicsoy,Cagliari,13,20,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,6.42,6.84
4436,A,A,Cambiaghi,Bologna,12,24,,,10,17.0,6.15,6.5,37.0,6.14,6.2,25.0,6.24,6.9,,,,,,,0.0,0.0,0.0,20.0,27.0,24.0,,,0.0,,6.58,6.44,7.14
6967,A,W;A,Diao,Como,12,19,,,30,14.0,6.5,7.93,,,,,,,,,,,,,,,,,,,,,,,6.33,6.39,6.07
5506,A,A,Ekuban,Genoa,12,31,,,12,18.0,6.0,6.31,23.0,6.09,6.65,,,,29.0,5.71,5.84,,,,,,,10.0,21.0,,0.0,,,,6.61,6.45,7.24
7008,A,Pc,Gimenez,Milan,12,24,,,12,12.0,5.88,6.75,,,,,,,,,,,,,,,,,,,,,,,6.66,6.47,7.39
6243,A,Pc,Borrelli,Cagliari,11,25,,,15,,,,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,6.67,6.49,7.41
5500,A,W;A,Cancellieri,Lazio,11,23,,,12,25.0,5.76,6.04,34.0,6.0,6.31,6.0,5.83,5.83,5.0,6.1,6.6,,,,,,,13.0,25.0,4.0,0.0,,,,6.22,6.27,6.06
6439,A,Pc,Cheddira,Lecce,11,27,,,23,0.0,0.0,0.0,31.0,6.05,6.76,,,,,,,,,,,,,,42.0,,,,,,6.7,6.52,7.41
2832,A,W;A,Boga,Juventus,11,28,,,37,,,,,,,18.0,6.25,6.86,26.0,5.92,6.0,27.0,5.98,6.46,33.0,6.15,7.21,,,13.0,0.0,0.0,0.0,0.0,6.49,6.44,6.68
5515,A,A,Okereke,Cremonese,10,28,,,5,,,,5.0,5.8,5.8,33.0,5.94,6.52,30.0,5.92,6.5,,,,,,,,24.0,16.0,0.0,,,,6.58,6.41,7.26
6822,A,A,Ekhator,Genoa,10,19,,,8,15.0,5.87,6.1,,,,,,,,,,,,,,,,1.0,,,,,,,6.49,6.43,6.73
6675,A,Pc,Dovbyk,Roma,10,28,,,8,32.0,6.0,7.19,,,,,,,,,,,,,,,,238.0,,,,,,,6.6,6.46,7.18
6365,A,Pc,Ferguson E.,Roma,10,20,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,6.47,7.07
5336,A,Pc,Nzola,Sassuolo,10,29,,,15,0.0,0.0,0.0,29.0,5.74,6.09,31.0,6.19,7.39,16.0,5.88,6.28,25.0,6.22,7.56,,,,,15.0,146.0,0.0,0.0,,,6.65,6.49,7.31
2678,A,Pc,Fullkrug,Milan,10,32,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,6.47,7.01
7316,A,Pc,Durosinmi,Pisa,10,23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,6.46,7.34
7347,A,A,Bowie,Verona,10,23,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,6.56,7.08
5918,A,A,Sulemana K.,Atalanta,9,23,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,6.42,7.08
4359,A,Pc,Piccoli,Fiorentina,9,24,,,15,37.0,6.0,6.76,32.0,6.02,6.41,16.0,5.84,6.22,8.0,5.69,6.06,14.0,6.07,7.14,1.0,5.5,5.5,55.0,22.0,7.0,0.0,0.0,0.0,0.0,6.54,6.49,6.77
7313,A,Pc,Ratkov,Lazio,9,22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6.46,7.27
608,A,Pc,Zapata D.,Torino,8,34,,,15,7.0,6.57,7.79,37.0,6.26,7.36,24.0,5.96,6.27,24.0,6.38,7.73,37.0,6.42,7.88,28.0,6.54,8.66,172.0,210.0,62.0,0.0,0.0,0.0,0.0,6.53,6.49,6.7
7252,A,Pc,Stulic,Lecce,8,23,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.47,7.34
6380,A,W;A,Solomon,Fiorentina,8,26,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,6.31,6.62
6981,A,Pc,Vaz,Roma,8,22,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.63,6.47,7.27
7001,A,W;A,N'Dri,Lecce,7,25,,,10,7.0,5.86,5.86,,,,,,,,,,,,,,,,,,,,,,,6.32,6.25,6.58
7249,A,Pc,Buksa,Udinese,7,29,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.63,6.46,7.31
6643,A,Pc,Dallinga,Bologna,6,25,,,9,23.0,5.96,6.41,,,,,,,,,,,,,,,,94.0,,,,,,,6.65,6.46,7.41
7127,A,W;A,Addai,Como,6,20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,6.24,6.19
5672,A,Pc,Dia,Lazio,6,28,,,9,35.0,6.01,6.87,17.0,5.85,6.53,33.0,6.27,7.82,,,,,,,,,,66.0,10.0,181.0,,,,,6.54,6.46,6.86
6827,A,A,Njie,Torino,6,20,,,4,9.0,6.0,5.94,,,,,,,,,,,,,,,,,,,,,,,6.49,6.41,6.84
7342,A,Pc,Elphege,Parma,6,25,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,6.5,7.41
7128,A,W;A,Kuhn,Como,5,25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,6.24,6.58
5471,A,Pc,Djuric,Cremonese,5,35,,,8,23.0,6.0,6.61,36.0,6.08,6.67,24.0,5.98,6.06,32.0,6.05,6.55,,,,,,,31.0,55.0,10.0,0.0,,,,6.47,6.46,6.52
6836,A,Pc,Meister,Pisa,5,22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6.46,7.27
441,A,Pc,Belotti,Cagliari,5,31,,,10,12.0,5.96,6.42,24.0,6.21,7.1,22.0,5.8,5.75,22.0,6.2,7.32,34.0,6.43,7.6,35.0,6.16,7.41,75.0,60.0,14.0,0.0,0.0,0.0,0.0,6.6,6.47,7.13
7272,A,Pc,Gueye,Udinese,5,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.43,7.27
7374,A,Pc,Mendy P.,Cagliari,5,19,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,6.49,6.93
479,A,Pc,Sanabria,Cremonese,4,29,,,10,22.0,5.7,5.84,35.0,5.84,6.24,31.0,6.27,7.52,25.0,6.18,6.88,14.0,5.93,7.0,23.0,6.0,6.8,18.0,50.0,133.0,0.0,0.0,0.0,0.0,6.63,6.47,7.31
6159,A,A,Sarr A.,Verona,4,21,,,8,29.0,5.86,6.26,,,,,,,,,,,,,,,,7.0,,,,,,,6.4,6.43,6.28
6630,A,Pc,Mosquera,Verona,4,26,,,8,33.0,5.88,6.3,,,,,,,,,,,,,,,,25.0,,,,,,,6.43,6.46,6.3
6314,A,Pc,Openda,Juventus,4,25,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.46,7.41
7344,A,Pc,Stojilkovic,Pisa,4,27,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,6.45,7.41
7349,A,Pc,Kulenovic,Torino,4,25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.46,7.41
6895,A,W;A,Dominguez B.,Bologna,3,23,,,8,20.0,6.28,6.82,,,,,,,,,,,,,,,,11.0,,,,,,,6.28,6.24,6.46
247,A,Pc,Pavoletti,Cagliari,3,36,,,7,11.0,5.95,6.36,14.0,6.25,7.04,,,,28.0,5.89,6.32,22.0,5.98,6.5,1.0,5.5,5.5,5.0,23.0,,0.0,0.0,0.0,0.0,6.43,6.45,6.31
6207,A,W;A,Almqvist,Parma,3,25,,,7,26.0,5.79,5.85,30.0,5.98,6.13,,,,,,,,,,,,,18.0,20.0,,,,,,6.16,6.23,5.86
6519,A,Pc,Camarda,Lecce,2,17,,,8,6.0,5.92,5.92,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,6.49,6.46,6.6
7161,A,Pc,Bayo V.,Udinese,2,28,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,6.46,7.37
313,A,Pc,Morata,Como,2,32,,,10,16.0,6.09,6.88,,,,,,,35.0,6.1,6.91,30.0,6.15,7.4,,,,181.0,,,0.0,0.0,,,6.57,6.47,7.01
7239,A,Pc,Braschi,Fiorentina,2,19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,6.43,6.93
6555,A,Pc,Moumbagna,Cremonese,2,25,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,6.45,7.41
7338,A,A,Albarracin,Cagliari,2,19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,6.39,6.73
7381,A,Pc,Mikolajewski,Parma,2,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,6.43,7.07
2012,A,Pc,Milik,Juventus,1,31,,,5,0.0,0.0,0.0,24.0,6.0,6.46,27.0,6.09,6.74,,,,0.0,0.0,0.0,26.0,6.1,7.27,22.0,30.0,51.0,,,0.0,0.0,6.58,6.45,7.13
7158,A,Pc,Moro L.,Sassuolo,1,26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.63,6.43,7.42
7183,A,A,Aboukhlal,Torino,1,25,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,6.43,7.18
7213,A,Pc,Frigan,Parma,1,22,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,6.45,7.27
7262,A,A,Balentien,Milan,1,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,6.39,6.84
7277,A,Pc,Arena A.,Roma,1,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.63,6.43,7.41
7309,A,Pc,Isaac,Verona,1,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,6.43,7.34
7317,A,Pc,Trepy,Cagliari,1,19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,6.43,6.93
7368,A,Pc,Vermesan,Verona,1,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.43,6.78
7388,A,A,Mosconi,Inter,1,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,6.39,6.62
